,Unnamed: 0,text,language
238,238,"Aah, ha, oh, baru saja melewati atas kepala saya, oh, saya tidak tahu, begitu dekat. 0",Indonesian
239,239,"Absolusi pribadi harus dipertahankan dalam gereja-gereja, kendati dalam pengakuan dosa tidak perlu menyebutkan semua dosa satu per satu.3",Indonesian
240,240,Absquatulate adalah sebuah kata yang baik dalam bahasa Inggris.0,Indonesian
241,241,"Abu Bakrah ruku sebelum sampai di saf, sambil berjalan menuju saf.""1",Indonesian
242,242,"Acara ini berlangsung sampai jam lima sore ini ya, pungkas dia.1",Indonesian
243,243,"Acara ini dapat menjadi sarana bagi Taspen untuk memperoleh masukan dari berbagai kalangan mengenai peningkatan kualitas Laporan Tahunan Perusahaan, tulis manajemen dalam keterangan resminya.1",Indonesian
244,244,"Acara ini juga ketika diadakan menggunakan informasi yang menyesatkan, kontroversi untuk menarik perhatian, ujarnya.1",Indonesian
245,245,"Acara ini kami adakan di outdoor parkiran hotel, tandasnya.1",Indonesian
246,246,"Acara ini karena masih banyak sekali mahasiswa yang salah pilih ambil jurusan, bahkan terjadi setelah lulus, ternyata jurusan yang diambil tidak sesuai dengan minat dan bakat yang dimiliki, imbuhnya.1",Indonesian
247,247,"Acara ini merupakan inisiatif kami dengan Likee untuk menciptakan dampak lebih terhadap isu-isu sosial dan kami saling kerja sama untuk menyukseskan acara ini, kata Hendro Talenta, Program Director of Ecotransport dari Ecotransport.1",Indonesian
248,248,"Acara ini sangat spesial, terlebih bagi warga disini.1",Indonesian
249,249,"Achilles adalah orang yang bisa merubah sejarah, manusia dengan takdir, dan kamu harus menjadi seperti ini, Aleksander.0",Indonesian
250,250,"Ada improve"" korupsi dan kemudahan berbisnis juga membaik,"" ucapnya.1",Indonesian
251,251,"Ada 3 poin isi dari Deklarasi Damai yang dilakukan oleh Calon Kepala Desa di 4 Desa yang yang menyelengarakan Pilkades serentak di Kecamatan Mandor ini, ucap Kapolsek.1",Indonesian
252,252,"Ada 8 barang bukti yang disita, ada seprei, bantal dengan bercak darah, botol minuman keras cap tikus satu dan sachet apronio, ungkap Arman.1",Indonesian
253,253,"Ada anak kembar, kata Nia.1",Indonesian
254,254,"Ada anak-anak, keluarga, ada adik-adik berkumpul di situ semua, kata dia lebih lanjut.1",Indonesian
255,255,"Ada antusiasme yang meningkat atas kesepakatan perdagangan, karena kemajuan sedang dibuat dalam pembicaraan ini, kata kepala ekonom pasar di Spartan Capital Securities Peter Cardillo di New York.1",Indonesian
256,256,"Ada aturan pemotongan kesra dan itu akan kita terapkan, ujarnya.1",Indonesian
257,257,Ada banyak fungsinya.0,Indonesian
258,258,"Ada banyak hal bilangan untuk membela diri saya, Pak Sekda ini banyak kepentingan, karena berhubungan banyak orang, jadi tolong lah pak sekda berbicara jujur jangan tidak tahu tidak tahu, serunya.1",Indonesian
259,259,"Ada banyak klub dan proyek-proyek menarik bagi saya untuk diambil, kata Pochettino kepada Fox Sports di Argentina.1",Indonesian
260,260,"Ada banyak mitos dan kesalahpahaman, ujarnya.1",Indonesian
261,261,"Ada banyak tantangan menyangkut kualitas udara dan salah satu solusinya adalah mendorong lebih banyak penggunaan kendaraan yang tidak mengeluarkan polusi, ujar Anies.1",Indonesian
262,262,"Ada beberapa daerah yang belum tercover infrastruktur kalaupun ada di sana penyedia jasa ini bermasalah dengan persaingan usaha, karena tidak bisa melayani akibat kapasitas yang terbatas dan lain-lain, kata Izza.1",Indonesian
263,263,"Ada beberapa fokus dari Kementerian Desa dalam program inovasi desa, di antaranya pengadaan dan pengembangan sarana dan prasarana pasca panen, terus sektor pariwisata, kata Eko Putro Sandjojo.1",Indonesian
264,264,"Ada beberapa hal yang maksudnya belum gua alami dan mungkin pergaulan gua juga belum sampe di situ, ujar Bastian saat Grid.1",Indonesian
265,265,"Ada beberapa nama yang sudah datang langsung ke Kediri untuk menawarkan diri menjadi pelatih kepala, ujar Beny Kurniawan.1",Indonesian
266,266,"Ada beberapa ormas mengerahkan kekuatan menjaga gereja yang ada dengan berpatroli bersama aparat, ungkap Yusri.1",Indonesian
267,267,"Ada beberapa pemain memang kondisi kurang baik, seperti David, juga Dutra yang baru dua kali ikut latihan, ucap Aji.1",Indonesian
268,268,"Ada beberapa pemain seperti saya, tetapi saya adalah saya, bukan beberapa pemain lain, sambungnya dengan berbicara dalam bahasa Spanyol.1",Indonesian
269,269,"Ada beberapa pengiriman konten, pengiriman konten ini spesifikasi seperti tinggi badan, berat badan hingga ukuran warna kulit, jelasnya.1",Indonesian
270,270,"Ada beberapa staf kami yang kami tugaskan untuk menerima dan memberikan informasi yang dibutuhkan oleh bakal calon soal tahapan dan syarat calon perseorangan, jelasnya.1",Indonesian
271,271,"Ada beberapa titik memang yang belum bisa diperbaiki karena kerusakannya agak berat, jelasnya.1",Indonesian
272,272,"Ada berbagai pertujuan seni salah satunya kuda kepang serta ada juga festival kopi, yang menyajikan keunikan menyeduh kopi asli dari masyarakat Kabupaten Kepahiang, ungkap Hidayatullah.1",Indonesian
273,273,"Ada berita di Australia mengatakan, seperti jadinya travel warning"", supaya jangan datang ke Indonesia.1",Indonesian
274,274,"Ada buktinya, ada tanda terimanya, jelas dia.1",Indonesian
275,275,"Ada dong tapi rahasia, kalau Noah sempat kasih aku kartu ucapan gitu, pungkasnya.1",Indonesian
276,276,"Ada dua orang penyidik di dalam, kata Purwadi kepada wartawan disela proses pemeriksaan.1",Indonesian
277,277,"Ada dua orang yang kita tangkap dari rumah di Jalan Imam Bonjol, Langkapura, Bandar Lampung, kata Direktur Reserse Narkoba Polda Lampung, Kombes Shobarmen.1",Indonesian
278,278,"Ada dua ular, satu dimatikan lalu satu lagi ditangkap mau dimasukin dalam botol untuk dibuang, kata Ramdhoni dikonfirmasi wartawan.1",Indonesian
279,279,"Ada efek penuaan yang harus diwaspadai pria, katanya.1",Indonesian
280,280,"Ada empat pengedar yang selama ini berhubungan dengan pelaku yang hingga kini masih kami buru, tuturnya.1",Indonesian
281,281,"Ada empat saksi yang dihadirkan, salah satu diantaranya yaitu saksi suami korban Drs Soib, ujar Jaksa penuntut umum, Antonius, kepada Tribunjateng.1",Indonesian
282,282,"Ada getaran seperti gempa, tuturnya.1",Indonesian
283,283,"Ada hal yang unik di banding dengan bangsa lain, lihat India, lihat Tiongkok, lihat Papua Nugini, lihat Afganistan, mereka semua tak kalah beragam dengan Indonesia.1",Indonesian
284,284,Ada hal-hal yang lebih menyeramkan di dalam daripada di luar.0,Indonesian
285,285,"Ada harapan bahwa semacam kesepakatan sementara akan muncul dari pertemuan ini, kata Peter Cardillo, kepala ekonom pasar di Spartan Capital Securities di New York.1",Indonesian
286,286,"Ada hasrat ingin mencoba hal yang sama, ucapnya.1",Indonesian
287,287,"Ada hubungannya tapi tidak bisa dikatakan hubungannya menjadi gara-gara turunnya jumlah penumpang bikin inflasi naik dan hotel turun, kata dia.1",Indonesian
288,288,"Ada ide yang kami buat dengan nama The International,"""" jelasnya.1",Indonesian
289,289,"Ada imbauan untuk masyarakat Majalengka dalam menghadapi bencana longsor ini, ucapnya.1",Indonesian
290,290,"Ada indikasi resesi ekonomi global tahun depan sehingga pelaku usaha menahan ekspansinya,katanya, kemarin.1",Indonesian
291,291,"Ada juga aspirasi perbaikan jalan, sumur bor, dan pengadaan jaringan internet di Kecamatan Mallawa, katanya.1",Indonesian
292,292,"Ada juga kemarin itu saya lihat sendiri, kendaraan yang tidak layak akhirnya macet di lokasi menjadi lama dan ini jumlahnya lumayan banyak, ucapnya.1",Indonesian
293,293,"Ada juga yang langsung pulang karena memang tidak mengalami cidera parah dan hanya mengalami trauma akibat kejadian tersebut, katanya.1",Indonesian
294,294,"Ada kebijakan baru, peraturan yang lama ini akan kita evaluasi agar lebih baik karena banyak hal yang menghambat, katanya.1",Indonesian
295,295,"Ada kecenderungan ke arah situ sih, tandasnya.1",Indonesian
296,296,"Ada kegagalan sistem partai politik dalam mewakili rakyat, jelas Lagos.1",Indonesian
297,297,"Ada kekurangan orang, kurangnya sumber daya, kurangnya logistik dan kurangnya kemauan, kata Antonio de Oliveira, seorang pensiunan polisi federal yang sebelumnya diperbantukan ke lembaga lokal Funai.1",Indonesian
298,298,"Ada lagi untuk road safety riset and development, penanganan bencana, pengemudi ambulans, pemadam kebakaran, pembinaan komunitas, pameran teknologi, seminar dan hasil riset tentang road safety, jelas dia.1",Indonesian
299,299,"Ada lah komunikasi lebih dari satu dan kemarin-kemarin memang ada tapi kan masih menghargai kontrak kerja, sekarang udah ada kejelasan jadi kenapa engga, tutup pria asal Surabaya itu.1",Indonesian
300,300,"Ada lah, enggak usah tahu ada lah, maksudnya mereka enggak ganggu ya udah lah, mereka punya kehidupan masing-masing juga, katanya.1",Indonesian
301,301,"Ada lima komoditas perkebunan yakni kopi, gula aren, gula kelapa, teh dan pala binaan Direktorat Jenderal Perkebunan berkomitmen dan siap untuk melakukakan kerja sama tersebut, tambah Kasdi.1",Indonesian
302,302,"Ada lima pelaku turun dari mobil Sigra, dua pelaku langsung mengambil kunci kontak mobil, sedangkan tiga pelaku masuk ke dalam kendaraan sambil mengancam kenek, ungkap Angga.1",Indonesian
303,303,"Ada manusia-manusia yang ingin dapat keuntungan melalui proses ekonomi yang mudah dan murah dengan mereka membakar untuk membuka lahan, ucap Rasio.1",Indonesian
304,304,"Ada mekanisme yang saling menguntungkan pastinya, bisa melalui intensif atau bentuk lain, karena kita tahu hingga saat ini di lapangan kita tahu kalau harga minyak goreng selalu lebih mahal dari bahan bakar, tandas Dadan.1",Indonesian
305,305,"Ada orang yang kasi tahu nek, ujar Bobby dengan halus dan sopan.1",Indonesian
306,306,"Ada penandatanganan berita acara koalisi fraksi, ucapnya.1",Indonesian
307,307,"Ada pengurangan, mungkin karena teman-teman banyak keluhan masalah bahan baku kayu terutama balok untuk pembuatan meriam, ujarnya.1",Indonesian
308,308,"Ada peran seniman untuk membangun negeri, jadi kalau bisa tahun depan diadakan kategori tersebut, harap Cita Citata.1",Indonesian
309,309,"Ada pergeseran kepada organ yang hari ini disebut Dewan pengawas diberikan atribut dan kewenangan di wilayah penegak hukum jadi pimpinannya dicabut kewenangan diberikan ke Dewan pengawas, ungkapnya.1",Indonesian
310,310,"Ada perintah penggunaan media sosial, ada postingan yang mengandung ujaran kebencian, berarti itu ada yang belum disampaikan kepada istri atau keluarganya, ujarnya.1",Indonesian
311,311,"Ada petugas untuk memandu penumpang yang membutuhkan informasi, ujarnya.1",Indonesian
312,312,"Ada potensi lagi untuk terjadi gempa lagi, tetapi skalanya tidak besar, karena patahan di bawah Balikpapan ini kecil, kata Ronny.3",Indonesian
313,313,"Ada pun ciri-ciri korban berjenis kelamin laki-laki, menggunakan kaos lengan pendek warna biru donker bertuliskan security, dan celana pendek warna putih, kata Suryadi.1",Indonesian
314,314,"Ada saatnya orang kota yang hidup di tengah kepalsuan untuk kembali ke kampung halamannya untuk menemukan kembali nilai-nilai kemanusiaan, ujarnya.1",Indonesian
315,315,"Ada satu jenis khusus kualitas super, beras ini bibitnya berbeda dari siam unus mutiara lainnya, yang pasti lebih bagus juga menggunakan lahan khusus tidak dicampur, ujarnya kepada Banjarmasinpost.1",Indonesian
316,316,"Ada satu korban yang mengalami luka akibat terkena atap seng yang jatuh,tambah Ci Mas, S Sos.1",Indonesian
317,317,"Ada sedikit sentuhan dan dia mendapatkan penalti, sambungnya.1",Indonesian
318,318,"Ada sedikit stigma yang terjadi di sana bahwa orang-orang dengan kebutuhan khusus mungkin tidak begitu disambut di pusat-pusat kami dan kami ingin mengubahnya, kami sangat prihatin tentang itu, katanya.1",Indonesian
319,319,"Ada sejumlah menteri yang menunjukan kinerja yang kinclong, ujar Sirojudin.1",Indonesian
320,320,"Ada sejumlah surat-surat penting yang ikut terbakar, katanya.1",Indonesian
321,321,"Ada semacam dorongan bagi orang-orang untuk masuk, untuk menyerang, tambahnya.1",Indonesian
322,322,"Ada seorang laki-laki mengambil semangkuk besar air untuk diminum, lalu ia meminum setengahnya dengan halal, sedangkan sisa air yang ada di dalam mangkok diharamkan untuknya.1",Indonesian
323,323,"Ada seorang lelaki juga mengkomandoi untuk cari koran, cari kardus seraya mengatakan jangan disentuh, kita tunggu polisi, katanya lagi.1",Indonesian
324,324,"Ada sih tapi itu private karena saya bukan tipikal sharing hal begitu, kata Reza.1",Indonesian
325,325,"Ada tahapannya sosialisasi itu, baru penertiban, nah cuma yang memberi tugas penertiban bukan dinas wilayah, jadi di dinas itu ada bidang angkutan jalan, nah mereka lah yang punya regulasinya katanya.1",Indonesian
326,326,"Ada tanda darah dan bau alkohol di ruangan itu, ujar dia menambahkan.1",Indonesian
327,327,"Ada tas, enggak tahu punya siapa, saya nanya sama penumpang lain, enggak ada yang ngaku, ujarnya.1",Indonesian
328,328,Ada terlalu banyak orang!0,Indonesian
329,329,"Ada tiga desa wisata, dua di daerah Garut, dan satu di wilayah Pangandaran, katanya.1",Indonesian
330,330,"Ada tiga kedatangan perantau Minang dan semua yang berangkat menggunakan kapal laut dari Papua menuju Makasar lalu dilanjutkan naik pesawat menuju Sumbar, dan sekarang sudah sampai di Padang, kata dia.1",Indonesian
331,331,"Ada tiga motor yang dibakar, termasuk punya saya, kata Puteranegara.1",Indonesian
332,332,"Ada tim lain yang ditugaskan di Medan, kata Febri saat dikonfirmasi, Rabu pagi.1",Indonesian
333,333,"Ada tujuh investor yang mau masuk, ujarnya.1",Indonesian
334,334,"Ada tujuh rumah milik warga dan satu bangunan sekolah yang rusak setelah tertimpa batu besar dari atas Gunung Cihandeuleum, kata Wibisono.1",Indonesian
335,335,"Ada undang-undang yang mengatur dan ada pidanannya, imbuh Kabid Humas.1",Indonesian
336,336,"Ada urusan politik, tidak ada urusan politik, membela agama, membela Islam, tetap kita laksanakan, jelasnya.1",Indonesian
337,337,"Ada yang bilang kalau Pak Jokowi menang tidak boleh ada adzan di Masjid, kalau Pak Jokowi menang Kementerian Agama mau dibubarkan, kalau Pak Jokowi menang nggak boleh baca Quran, bohong, ujarnya.1",Indonesian
338,338,"Ada yang bisa langsung cepat, ada juga yang harus menyesuaikan, ungkapnya.1",Indonesian
339,339,"Ada yang dibawa dari dalam kamar kontrakan pelaku oleh tim gegana, ujarnya.1",Indonesian
340,340,"Ada yang ditembak kakinya, mungkin dibawa ke Rumah Sakit Bhayangkara di Semarang, ucapnya.1",Indonesian
341,341,"Ada yang ditutup karena melanggar aturan tapi juga karena banyak pula yang pindah ke daerah,kata Faisal.1",Indonesian
342,342,"Ada yang ingin melakukan aksi secara damai, namun juga ada yang mempersiapkan aksi-aksi yang melanggar hukum.1",Indonesian
343,343,"Ada yang mau jual ketombe 1 ton, kata dia heran dengan pesan-pesan WhatsApp kepadanya.1",Indonesian
344,344,"Ada yang mengungsi, banyaknya ibu-ibu dan anak-anak, kalau airnya sudah tinggi, ya saya kejebak, yang lainnya diungsikan, soalnya khawatir rumah roboh, kata Atik.1",Indonesian
345,345,"Ada yang tidak punya cukai, ada juga yang gunakan cukai palsu, kata Gusmi sapaannya.1",Indonesian
346,346,"Ada, insya Allah ada, sudah disiapkan, ujarnya.1",Indonesian
347,347,"Adakah yang berbesar hati mengawasi dan memastikan supaya kubu, partai, calon presidennya tidak melakukan kecurangan?1",Indonesian
348,348,"Adakan tidak disuport, kita tetap siap dan bisa sukseskan acara itu, tutup Atisar.1",Indonesian
349,349,"Adalah kesenangan kami untuk melakukan sedikit kebaikan dalam kondisi yang begitu mengerikan, katanya.1",Indonesian
350,350,"Adalah kewajiban saya, sebagai presiden pribumi pertama dan presiden semua warga Bolivia, untuk mencari perdamaian ini, katanya, seraya menambahkan bahwa ia berharap oposisi akan ""memahami pesan tersebut.""1",Indonesian
351,351,"Adanya Kejurnas Junior ini kita akan melihat talenta voli di Indonesia, pungkasnya.1",Indonesian
352,352,"Adanya Seminar Gizi ini diharapkan apa yang baik dan bisa diakomodir sehingga angka stunting menjadi turun, ujar Mulyono.1",Indonesian
353,353,"Adanya laporan terjadi suatu kegiatan tambang ilegal oleh masyarakat sehingga kami melakukan pengecekan itu adalah masuk kawasan Hutan Lindung Pantai, ujarnya.1",Indonesian
354,354,"Adanya peningkatan teknologi dan fasilitas agar pasca panen, dari gabah menjadi beras yang berkualitas premiun, terangnya.1",Indonesian
355,355,"Adapun alasan pengunduran diri karena yang bersangkutan akan mengemban tugas negara dan pemerintahan lainnya, kata Puan.1",Indonesian
356,356,"Adapun di daerah-daerah lainnya di seluruh Indonesia, Gerhana Matahari terjadi sesuai waktu setempat dengan fase-fase bergantung pada koordinat lintang dan bujur setiap tempat, terangnya.1",Indonesian
357,357,"Adapun nilai jual secara keseluruhan dari barang bukti tersebut ditaksir mencapai 3,5 miliar rupiah, sambung Gusmi.1",Indonesian
358,358,"Adapun pada akses terhadap sarana dan prasarana umum, pengabaian terhadap keberadaan penyandang disabilitas terlihat nyata dengan minimnya sarana dan prasarana umum yang ramah terhadap penyandang disabilitas, tegas Bambang.1",Indonesian
359,359,"Adapun tahapan yang di lakukan dalam giat truma haeling ini diataranya beramaian, game-game dan konseling terhadap anak yang traumanya berlebihan, terang Dedi.1",Indonesian
360,360,"Adiknya dua sudah nikah semua, tinggal dia sendiri, timpal ibu Chand Kelvin.1",Indonesian
361,361,"Adinda, adindalah kiranya yang lebih tepat menjadi raja, ujar Lembu Agung kepada adiknya.3",Indonesian
362,362,"Adu kambing tak terelakkan, ucap Jafril.1",Indonesian
363,363,"Aduh ini namanya suami enggak romantis karena kurang persiapan, ujar Ardi saat menunjukkan persiapan untuk kejutan Nia yang diunggah di Insta Story.1",Indonesian
364,364,"Aduh mau syuting, mau syuting, ujar Luna Maya.1",Indonesian
365,365,"Aduh, enggak deh enggak, tolah Chef Renatta sambil tersipu.1",Indonesian
366,366,"Advokat, jawab Pablo pada hakim.1",Indonesian
367,367,"Agar ada kenyamanan juga untuk pejalan kaki, ujar dia.1",Indonesian
368,368,"Agar barang-barang pertanian, produk-produk pertanian yang berasal dari bisa dijual di Manokwari, lanjutnya.1",Indonesian
369,369,"Agar bisa dilalui dengan mudah oleh mobil biasa,  jelas Zaenur Rohman.1",Indonesian
370,370,"Agar bisa melindungi kami, sehingga para driver online bisa mencari nafkah dengan tenang dan saling menjaga dengan angkutan konvensional, ujarnya.1",Indonesian
371,371,"Agar bisa menjadi generasi muda yang mandiri, tangguh dan berdaya saing yang tinggi, ungkap Dandim.1",Indonesian
372,372,"Agar hal itu bisa terealisasi perlu sentuhan dari pemangku kepentingan seperti Gubernur maupun Walikota, sehingga ini bisa terus dilestarikan, kata Umar Zulkarnaen Azis, adik ipar Sandiaga Uno saat melihat langsung pembuatan batik Betawi Terogong itu.1",Indonesian
373,373,"Agar hal yang ditudingkan bisa sama-sama cari solusi, bagaimana diskotek-diskotek ini tidak dilepas, tapi dirangkul oleh pemprov, kata Hana.1",Indonesian
374,374,"Agar jangan sampai ada yang saling curigai di tengah masyarakat perihal kematian Anselmus maka pihak kepolisan diharapkan segera mengusut tuntas kasus tersebut, kata Hendrikus.1",Indonesian
375,375,"Agar kita bisa menangani setiap bencana yang ada di daerah ini, harus ada program strategis yang diberlakukan oleh Pemerintah, dengan dukungan seluruh masyarakat, insyaallah semua itu bisa dilewati, tandasnya.1",Indonesian
376,376,"Agar konsep dari konservasi geopark dapat terwujud, kata Ngesti lagi.1",Indonesian
377,377,"Agar lebih jelas, kata sandi ini tidak pernah terlihat oleh siapa pun di luar dan kami tidak menemukan bukti bahwa ada orang internal yang menyalahgunakan atau mengakses dengan cara tidak benar, lanjutnya.1",Indonesian
378,378,"Agar masalah ini tidak melebar ke mana-mana dan tidak mengganggu keamanan dan stabilitas dalam negeri, ucapnya.1",Indonesian
379,379,"Agar masyarakat bisa menerima perbedaan, maka perlu pembentukan pemahaman bahwa perbedaan merupakan keniscayaan, ujar dia.1",Indonesian
380,380,"Agar masyarakat makin merasakan hadirnya keadilan sosial, harapnya.1",Indonesian
381,381,"Agar tertib, setiap pengunjung kami beri gelang sebagai penanda untuk mendapatkan kuliner gratis di setiap pintu masuk, ucapnya.1",Indonesian
382,382,"Agar terwujud ekonomi kelautan berkesinambungan yang bermanfaat bagi kita semua saat ini dan generasi mendatang, pungkasnya.1",Indonesian
383,383,"Agar tidak menimbulkan kekecewaan buat yang sudah semangat sudah datang juga makanya kalau ada yang datang kita jelaskan tapi nanti tetap harus online karena diinput, kata Masdes.1",Indonesian
384,384,Agen M berbicara menggunakan bahasa Spanyol kepada mereka bahwa ia tidak mengerti yang mereka ucapkan.3,Indonesian
385,385,"Agenda rutin yang sudah dilakukan selama tiga tahun terakhir diharapkan dapat menjadi contoh positif ke setiap jajaran Pokdarkamtibmas Sektor masing-masing wilayah untuk mengadakan aksi sosial,ungkapnya.1",Indonesian
386,386,"Agendanya cuma sederhana, menentukan kapan kongres, kata Zulkifli Hasan.1",Indonesian
387,387,"Ah itu meyakitiku, kata Deddy sambil memegang dadanya usai ditolak Lola.1",Indonesian
388,388,"Aikido bisa diartikan sebagai jalan agar jiwa bisa harmonis"" yang memadukan antara tubuh dan pikiran dengan hukum alam.1",Indonesian
389,389,"Air meluap akibat longsoran tebing, jadi luapan air hingga ke jalan, ujarnya di lokasi.1",Indonesian
390,390,"Air pak, minta air pak, kata beberapa yang berharap pertolongan.1",Indonesian
391,391,"Airlangga dan Bamsoet harus tetap disatukan, bagaimana formulasinya, biarlah nanti disepakati di Munas, ujar Mukhtarudin.1",Indonesian
392,392,"Ajang Lomba Foto Satwa ini sebagai salah satu bentuk sosialisasi di bidang konservasi satwa liar kepada masyarakat, ungkapnya.1",Indonesian
393,393,"Ajang penganugerahan pelanggan ini juga sebagai upaya untuk mendorong perusahaan mereka agar dapat semakin meningkatkan produksinya, jelas Doso.1",Indonesian
394,394,"Ajaran agama harus diajarkan sejak dini dengan pemahaman yang benar terhadap kitab suci dan menjadikan Nabi sebagai tauladan serta mewaspadai radikalisme, harapnya.1",Indonesian
395,395,"Akan ada gunung yang harus didaki, tapi kami pernah mendaki beberapa gunung sebelumnya, ujarnya menyampaikan kiasan sarat optimisme.1",Indonesian
396,396,"Akan ada talkshow juga bersama ibu walikota, dan demo memasak juga, pungkasnya.1",Indonesian
397,397,"Akan di hitung terlebih dahulu, apa yang dibutuhkan, tutupnya.1",Indonesian
398,398,Akan jadi sebesar rumahmu.0,Indonesian
399,399,"Akan kami cek lagi, kalau masih bandel akan dijatuhkan surat peringatan, kata Watha.1",Indonesian
400,400,"Akan kami deklarasikan kembali sebagai kader yang pulang kampung, ucap dia.1",Indonesian
401,401,"Akan kudapatkan sebuah kalimat pendek kesepian dengan kesalahan sejati di dalamnya, Yah, rasanya saya bisa masuk ke dalam, tapi sebentar saja.""0",Indonesian
402,402,"Akan lebih bagus jika kita bisa menemukan solusi yang tepat, alih-alih memusnahkan semuanya dengan antibiotik, pungkasnya.1",Indonesian
403,403,"Akan lebih baik jika memiliki pengalaman terkait kegiatan penyuluhan atau aktif dalam organisasi kemasyarakatan atau mahasiswa serta mampu mengoperasikan komputer,"" jelasnya.1
Akan lebih mudah dibandingkan nanti kalau dibukanya jam 5 atau jam 7,"" ucapnnya.1",Indonesian
404,404,"Akan melakukan upaya hukum, saat ini sedang dipelajari, ucap Sunan Kalijaga.1",Indonesian
405,405,"Akan mudah bagi saya untuk bergabung dengan mereka tetapi itu bukan waktu yang tepat, saya tak punya penyesalan, ujarnya.1",Indonesian
406,406,"Akan tetapi, dari hasil pantauan kami melalui teleskop tadi, kami tidak dapat melihat wujud hilal, dikarenakan pandangan tertutup awan dan kondisi cuaca yang kurang bersahabat, kata Rohim.1",Indonesian
407,407,"Akan tetapi, dari pantauan kami dan informasi dari masyarakat, hingga memasuki pertengahan dasarian kedua atau pertengahan bulan Oktober, hujan masih jarang turun di wilayah Banyumas, aku Teguh.1",Indonesian
408,408,"Akan tetapi, paparan dini terhadap asap tembakau dapat menyebabkan kerusakan pada vena paru-paru, jantung, dan dapat meningkatkan kecenderungan untuk fibrilasi atrium, kata Marcus.1",Indonesian
409,409,"Akan tetapi, sekali lagi hal itu hak prerogatif Presiden, ungkap Laode.1",Indonesian
410,410,"Akan tetapi, sikap nakal yang dibawa sejak kecil berubah menjadi seorang yang pendiam setelah usia dewasa dengan memakai pakaian jilbab dan bercadar, katanya.1",Indonesian
411,411,"Akhir pekan ini juga akan menjadi kesempatan untuk semakin memahami hasil kerja kami belakangan ini, yang telah menunjukkan kepada kami bisa mendekatkan jarak dengan kompetitor kami di trek dengan tipe tertentu, kata Binotto.1",Indonesian
412,412,"Akhirnya Niki punya lagu sedih, tutup Nikita Mirzani.1",Indonesian
413,413,"Akhirnya dari royalti itu pendapatan yang harusnya besar jadi kecil, dan saya nggak bisa ngandelin itu, kata putra Deddy Dores.1",Indonesian
414,414,"Akhirnya dilumpuhkan dengan tembakan di kaki kanannya karena melakukan perlawanan saat akan melakukan penangkapan, ujar Edi Fariyadi, didampingi Direktur Reskrimum Kombes Pol M Yudha Setyabudi dan Direktur Resnarkoba Kombes Pol Eka Wahyudianta.1",Indonesian
415,415,"Akhirnya kolong ini saya keringkan lalu banting stir ke usaha budidaya pembesaran ikan, seperti nila, patin, gurame, mas kolam, koi, betutu, kata Akho.1",Indonesian
416,416,"Akhirnya korban meninggal kemudian dibuang ke sungai Jeneberang, ujar Ibrahim.1",Indonesian
417,417,"Akhirnya pelaku mengambil pisau buah dan menusuk korban, tutur Sujono.1",Indonesian
418,418,"Akhirnya petugas mengambil langkah tegas dengan menembak kakinya, katanya.1",Indonesian
419,419,"Akhirnya rasa kopi akan hilang, tutur Lydia.1",Indonesian
420,420,"Akhirnya, dengan mengucap Bismillahhirrohmannirrohim, Masjid Nurussalam, Pekon Banjar Negeri, Saya Resmikan, ujar Bupati.1",Indonesian
421,421,"Akhirnya, tadi pagi dinyatakan meninggal, jelasnya.1",Indonesian
422,422,"Akibat badai Kammuri itu curah hujan yang tinggi di Batam hanya terjadi pada Desember ini, paparnya.1",Indonesian
